horizon_minute,accuracy,correct,total,avg_vgr,avg_scd,avg_llr
5,20.0,2,10,0.9998420656490025,0.28549603400878265,0.5709920680175653
10,0.0,0,10,0.9988282163263659,0.08285754096775001,0.16571508193550002
30,10.0,1,10,1.0030778417359667,0.20338714473120842,0.40677428946241684
60,0.0,0,10,1.0008786490590278,0.05345213688923882,0.10690427377847764
